path	line	end	name	signature	kind	properties	va	status	body_sha256	review
src/BASE/MilesSound.cpp	191	193	ServiceMilesSamples	(void)	cpp		0x004cdfc0	read	1d440a2b13de4fb38bf8bfd4b79fb35083d83257b9f9d7e282037669803160ee	B06: 12 bodies incl private MilesSampleFormat; pool/channel/service/volume behavior; R08
src/BASE/MilesSound.cpp	196	206	AdjustMilesSampleVolumes	(void)	cpp		0x004cdfd0	read	02f5f06bd2bf2202abc8724d0060dbc4e3234722f3637ec418470a130d364e28	B06: 12 bodies incl private MilesSampleFormat; pool/channel/service/volume behavior; R08
src/BASE/Misc.cpp	215	221	InitMemEntry	(void)	cpp		0x004bd4b0	read	df0442404a73153ca3db66a32bde9387402e122108de6e0d5b4d436e1a82e8bc	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	224	248	BaseAlloc	(u32 size,char * originalFile,i32 originalLine)	cpp		0x004bd530	read	622d6e33bfcc41dea3a6b2305b70ab3b83eebc2efbc244dbfb225315afde9353	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	251	302	BaseFree	(void * ptr,char * originalFile,i32 originalLine)	cpp		0x004bd650	read	0bbe48d03f0e749b1a7327935c890f7b54b062548bef17cdd318b4a2b4eae914	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	305	333	PrintMemoryLeaks	(void)	cpp		0x004bd7b0	read	c6c6610f441acfb2a50bcdda7cac3ea770a7ebcd241ea62e060bf178bf13f405	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	336	340	ShowMemoryStatus	(void)	cpp		0x004bd8a0	read	133b65c2fdfb2431997f49a0fc11e0b29983e8b85fb999bbff32c52c4d05f9be	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	343	362	MAKEFILEID	(char * text)	cpp		0x004bd8e0	read	0de54198f5bf283cd31868ebd2358e152e0c1eb7ba7d4e24862326c0a8f26a8b	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	365	384	FindIndex	(struct indexArray * entries,i32 low,i32 high,i32 key)	cpp		0x004bd9f0	read	0126f184d9d5aab98756bfb4184fffc670cb02c82d32159bdbdba76d1c61f767	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	389	421	FadeIn	(i32 increment)	cpp		0x004bdae0	read	a138793b708bd30b6a9c924e02cd4888ecb473843fb1d8c9e0684e49e380c2ec	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	424	456	FadeOut	(i32 increment)	cpp		0x004bdc90	read	d8673cb974a1ef3893fa939e671742c64413a2b23af043ee2514c2830049df6e	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	459	467	Random	(i32 low,i32 high)	cpp		0x004bde50	read	f8963a6d0ae293728c33ff5e903972c80d7f1ca962d6e33c7345286c12c685ef	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	470	481	ProcessAssert	(i32 condition,char * file,i32 line)	cpp		0x004bde90	read	49e0e3f6d8082fb09ae35d3e79b278c0b63cc2868de98bdc6d6f160853035b4c	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	484	492	FindStringInString	(char * text,char * pattern)	cpp		0x004bdf10	read	a771721259f04f741dde392d723cca04737a5771fe326286240f1c9ce9585a49	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	495	502	FindToken	(char * text,char token)	cpp		0x004bdf90	read	90b0fe1a6486cf80cab9413cdce07b3716a51543d33aa5708ff42e8b42dc360c	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	505	512	FindToken	(char * text,char token)	cpp			read	6c690c6f5402534fee9eead81e222fd8433f3bac02bcab20fd55afee372c7bec	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	516	523	FindLastToken	(char * text,char token)	cpp		0x004bdff0	read	324cba4f033ea30be8df333c4168a9f82f4144fb705c455c67f040ee41fce6ec	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	526	531	SetInstallDefaults	(void)	cpp		0x004be050	read	9ca2dd2aac6d9effa6d1bf27b6418fa038090065c1a62206cb53df40ba8d7df5	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	533	596	SetGameDefaults	(void)	cpp		0x004be0a0	read	d2026421437d7b731bf712de394a18ec9e11c1ba99857976506b95f5de34780e	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	599	627	ReadPrefsFromFile	(void)	cpp		0x004be340	read	932a57ce6c4cee962145e0b39933bd7a68b222e69fa42c9b608a969a089d8564	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	638	1065	ReadPrefsFromRegistry	(void)	cpp		0x004be410	read	9f37f308920c8d471f81f8ba478f47906aef51307132da68e1354ee4dbdd87b5	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1068	1077	ReadPrefs	(void)	cpp		0x004becb0	read	87ce5bd8fd5f9b9b6068feb5bdeefdca0491097fbeb37e2143e574459c286178	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1080	1089	WritePrefsToFile	(void)	cpp		0x004bed60	read	8d5750f9e0c1e52cf78872c874942859331308e39ef2b6c39d8386100cfff081	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1092	1455	WritePrefsToRegistry	(void)	cpp		0x004bedd0	read	982deaad794a0fb2ea168f9917c5ed5c9c51ed4722a2d73860ed4a94781c83df	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1458	1461	WritePrefs	(void)	cpp		0x004bf2a0	read	40e1f7c53e8c910946338e809f140a9dc77b40e106456dda13532f81e09e8894	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1464	1468	IsCDDrive	(i32 driveIndex)	cpp		0x004bf2b0	read	5baa2b0e112595b22017e8652854e17ebcc7e99ba391a1748d6f4e67f415c0d9	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1471	1487	DriveSupportsFreeSpaceQuery	(char driveLetter)	cpp		0x004bf2f0	read	66fb50313b56bdc78bf88007ea8245a1be696b9d70a86e2a387e815f1c295bd4	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1490	1574	SetupCDDrive	(void)	cpp		0x004bf370	read	a242d430ea64ed50d6ed6cfe607d3d0413dbea0959f18f55c29fac673a11d5f4	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1577	1579	BitmapToScreen	(class bitmap * bmp)	cpp		0x004bf6d0	read	04764cbee895359f5c261da1948fe99d19e0c99ab68add2a97b835278c3bb8a0	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1582	1591	SetPalette	(i8 * paletteData,i32 updateDisplay)	cpp		0x004bf700	read	e4b3d4ccbcc4290a2517d87d86c8ad55a01ccffc1bde62d215593a37d917d84c	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1594	1604	BlitBitmapToScreenNoMouseCheck	(class bitmap * bmp,i32 sourceX,i32 sourceY,i32 width,i32 height,i32 destinationX,i32 destinationY)	cpp		0x004bf760	read	14b3918f64b0475b13b7ee1c512eaa295d582a04afe69012aa8c9f50ce53928d	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1607	1652	BlitBitmapToScreen	(class bitmap * bmp,i32 sourceX,i32 sourceY,i32 width,i32 height,i32 destinationX,i32 destinationY)	cpp		0x004bf7a0	read	fee1abe1d7eb7909ff43c278d7d121737593cc4f9d160f8fc659afc3a571fbbf	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1654	1666	LogTruncate	(void)	cpp		0x004bf990	read	60452bfca2f03c33fbfce7e6b9e300d6331b01521489bc062fcd09c550f89b58	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1670	1684	LogStr	(char * text)	cpp		0x004bfa30	read	5fbf0c4f3e5ea5d83efdabd4fa579aa27ceffb84d413e2fb416113209ed43b55	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1687	1743	LogInt	(char * label,i32 value1,i32 value2,i32 value3,i32 value4,i32 value5,i32 value6,i32 value7)	cpp		0x004bfad0	read	4117efa266750fe8f04054b0a4ad171936125cf4e218241d6e90a585c7ca4c42	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1746	1771	AiPrint	(char * text)	cpp		0x004bfc90	read	f829a95416fb6ca010c080d3767619083daed731f5d7f1fc2942a9c3d23a26b9	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1774	1779	AbsAiPrint	(char * text)	cpp		0x004bfd10	read	6176ff6932d6bd61752b7fac40d2051b0866296cc33b050f5493507bf39ca846	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1782	1819	FadeTo	(u8 * source,u8 * destination,i32 increment)	cpp		0x004bfd40	read	85fcc8a2d51e0b171ff1403dea4a9db29ecb4379a6fa20359325606260edcb55	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1822	1853	FadeToColorTable	(u8 * colorTable,i32 increment)	cpp		0x004bfee0	read	2d6cc6e3225886a24b5e819cc189a8bdb0f32bed67e62d0ddeca3a16c5e9c204	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1856	1859	IsCycleColor	(i32 color)	cpp		0x004c0050	read	c50424a90aa3d0833dd59ddd9983b2bd0548ebfee247bc1ae6398b7b2b9507e7	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1862	1925	CreatePCXFile	(char * filename,u8 * pixels,i32 width,i32 height,u8 * paletteData)	cpp		0x004c00a0	read	c6abaca1f24d3a867d67b2ffdaf91eba5709df6eeb30a031684941c4e0097964	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1928	1942	FileSize	(char * filename)	cpp		0x004c0350	read	c643acd08b7a9e13e913a3d412ec294ff0f6c4ff074cbff194448e9b434fbb67	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1945	1947	GetIconEntry	(class icon * iconPtr,i32 index)	cpp		0x004c03d0	read	29f30957007dc391cd2e86d57e52e44d3a65fd885301c7ffac2bbcc4e61523f0	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1949	1961	SRandom	(i32 low,i32 high)	cpp		0x004c03f0	read	398548b1c4e122a023b308617d2f9b284387d778deec17c299d1679872d4f234	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1964	1974	SIncRandomize	(i32 x,i32 y)	cpp		0x004c0470	read	49f35d9dce8eefa9bc9c1429abb5d9ac1fb4c35dddeffa9350bf60ae603368ee	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1977	1980	SRand	(i32 seed)	cpp		0x004c0510	read	59792ab81736db6aa95fba15736c957242109e121e8ad4de2bab0aa7cd432f04	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1983	1996	SGenRand	(void)	cpp		0x004c0530	read	b7812902ea0ddae4d2750e1f4ef89a03069ffbec6cc58cfb55cf1f4c0d239193	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	1999	2001	MemSize	(i32)	cpp		0x004c05d0	read	f37df3211fa5eb0a8d0ab0375558c64c602081343c2d0dcfe83f707d3f718bd4	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	2003	2124	GetDataEntry	(char * prompt,char * destination,i32 maximumLength,char * initialText,i32 showCancel,i32 useImmediateHandler)	cpp		0x004c05e0	read	ddf8ffca8624a4992d4ad18946bb16d26fd8e912ce14b5e1694e83947c18c743	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/Misc.cpp	2127	2182	DataEntryWindowHandler	(struct tag_message & message)	cpp		0x004c0a50	read	a3d110309e8d0f75257fa3f33e01fcccd31545a57a02c59b59f61e2d9da2d544	B08: 48 bodies incl strict const overload; full memory/hash/prefs/CD/blit/log/fade/PCX/random/dialog paths; H01/H05/H06/H07/H15/H16; R10
src/BASE/MusicFlags.cpp	7	9	GetMusicFlagA	(void)	cpp		0x004c5770	read	1ad277a1a130ba02e81b8e355274f56338c20953ff3c90bb04dd19af975540c8	B06: 3 bodies; provisional feature/flag contracts; no invented semantics
src/BASE/MusicFlags.cpp	12	19	MusicFlagsActive	(void)	cpp		0x004c5780	read	a295300510bb24d4d54f586cf206f82e58846b756c5b8f57135eea432d593aed	B06: 3 bodies; provisional feature/flag contracts; no invented semantics
src/BASE/MusicFlags.cpp	22	24	GetMusicFlagB	(void)	cpp		0x004c57c0	read	8bdfe12bf1d8b9c4b10e6a0ca82981ca18e20e041de66a3cc3469ffc74b74663	B06: 3 bodies; provisional feature/flag contracts; no invented semantics
src/BASE/PALETTE.cpp	10	12	palette::palette	(void)	cpp		0x004caea0	read	d310ff8b029e217802c40a5f0365a836c20d002ebb5345646747b7f1fcb34c96	B04: 4 bodies; resource load/lifetime and named display dispatch
src/BASE/PALETTE.cpp	15	20	palette::palette	(u32l id)	cpp		0x004caf40	read	324130bdc2f804b03b5b2baff77dee7fc3c9f1d0268e2e89868bf26272a0417b	B04: 4 bodies; resource load/lifetime and named display dispatch
src/BASE/PALETTE.cpp	23	27	palette::~palette	()	cpp		0x004cafe0	read	60e7eefd2d4f735d61857f3d6db5002ca068490745a053e665f2e1a750de459e	B04: 4 bodies; resource load/lifetime and named display dispatch
src/BASE/PALETTE.cpp	30	32	palette::Data	(void)	cpp		0x004cb030	read	73f6a7fcade2068a4fd0c0bc0c207c277012517a9ba48c7af0fc2fbf4f4dedc9	B04: 4 bodies; resource load/lifetime and named display dispatch
src/BASE/RESMGR.cpp	33	48	resourceManager::resourceManager	(void)	cpp		0x004b7ee0	read	1a4640d30665e634e71723f272017fcc93433394e0fc6b73355eab73994eb970	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	51	66	resourceManager::GetBackdrop	(char * name,class bitmap * backdrop,i32 useIcon)	cpp		0x004b7fa0	read	ac21e3d73f03ec1799a9cee9c6ec54a2f29b219b01d1c47cdcea568e1816d2ae	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	69	97	resourceManager::GetBackdropAtLoc	(char * filename,class bitmap * destination,i32 destinationX,i32 destinationY,i32 useIcon)	cpp		0x004b8040	read	f440edd1202e576952eb54cad7044992a829430cf9c20ce92e1e153db45f7a90	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	100	111	resourceManager::GetPalette	(char * name)	cpp		0x004b8100	read	1324fd6064c49e20e521398f90e3ca4dcbabf4373fdf580f0da5251bf2de118f	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	114	125	resourceManager::GetBitmap	(char * name)	cpp		0x004b81c0	read	52297ec96501e1ee2aca9377495c5eba0e196e08a48c8588f2eb9b7145f69648	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	128	130	resourceManager::GetIcon	(char * name)	cpp		0x004b8280	read	71c19f25c6977276311b629c20173ae69c85fe2689507a8e2ee55dacab145893	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	133	143	resourceManager::GetIcon	(u32l resourceId)	cpp		0x004b82b0	read	2c5461c25e186e2c95670150318afefedd9e13372bf5fc795b734555925676b9	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	146	157	resourceManager::GetTileset	(char * name)	cpp		0x004b8360	read	bb56004520e58d70e55c4bfa6c12944e16f7205461d05369340243a5cc9d1035	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	160	162	resourceManager::GetMouse	(char *)	cpp		0x004b8420	read	3c4a339f17af2de8cee22eec379b7fb332a51de82bfd8d054d842d0a328a67b4	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	165	176	resourceManager::GetFont	(char * name)	cpp		0x004b8430	read	e84a9940fc62c5b2321343ade822b99d5274c28ae60dbd6e7bc8c63d9d45fdd7	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	179	190	resourceManager::GetSample	(char * name)	cpp		0x004b84f0	read	fa253afceb52a1db81103e538e2099e6e4ca899ee36667aafa5b51b62f1080f8	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	193	204	resourceManager::GetMIDIWrap	(char * name)	cpp		0x004b85b0	read	923f73ae3eba83fdd1cfb08678739e600a25be958b995126aea3d7fd24f4e30f	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	207	219	resourceManager::Dispose	(class resource * resourceToDispose)	cpp		0x004b8670	read	619d1f9c86023d0465dd4a44fca3327218e146cdd635bae224fbd66134269668	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	222	230	resourceManager::AddResource	(class resource * newResource)	cpp		0x004b86f0	read	b7b6117c625f7b3764b728cb5b89068cd548f74a562460b9d111fff9fa0abe88	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	233	244	resourceManager::Expunge	(void)	cpp		0x004b8740	read	d17aece09bda343abf86412b816440d0c6b9b35aa79a40ce2d2fbf10d1335fd3	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	247	253	resourceManager::Query	(u32l resourceId)	cpp		0x004b87c0	read	10b471d62723581320c60965f52836fff4b8a3c56a6ea68c08d063c115f59331	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	256	258	resourceManager::Main	(struct tag_message &)	cpp		0x004b8800	read	bcc04178203136bf6047806b4b00c9c4791645693257b9633c0310dafdf17ab4	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	261	272	resourceManager::Open	(i32 priority)	cpp		0x004b8810	read	3b63bb65f2bde1a5a47ad0b29d7b6a3e3ff795e28d5e03e86ed1eaa21aadb1ef	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	275	289	resourceManager::RemoveResource	(class resource * resourceToRemove)	cpp		0x004b8890	read	3ce4d061887c2b377bc155da52097ad7aa4b0311854fd9dab4b1451fd0546bbe	B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
